call_id,caller_number,receiver_number,timestamp,duration_seconds,call_type,cell_tower_id,tower_location,imei_caller,imei_receiver,source_case_id,flagged_suspicious
CDR001357,+91-99300-67890,+91-81111-55555,2026-03-11 22:16:13,0,SMS,CT001,"Rohini Sector 7, Delhi",355379722476568,357059670509848,,NO
CDR001358,+91-94221-11111,+91-70011-12345,2026-08-19 15:52:13,0,SMS,CT002,"Karol Bagh, Delhi",352147473614282,351806697266667,,NO
CDR001359,+91-87654-32100,+91-81111-55555,2026-05-29 12:55:13,58,VOICE,CT007,"Salt Lake, Kolkata",358098773522169,355015876561877,,NO
CDR001360,+91-99300-67890,+91-70011-12345,2026-08-20 02:40:13,103,VOICE,CT004,"Bandra West, Mumbai",351660532156542,355499580917036,,NO
CDR001361,+91-98765-32100,+91-98110-44501,2026-07-06 11:57:13,41,VOICE,CT001,"Rohini Sector 7, Delhi",355447641711303,354612725171824,,NO
CDR001362,+91-98110-44501,+91-94221-11111,2026-08-28 06:12:13,165,VOICE,CT007,"Salt Lake, Kolkata",353412486249813,352846400521784,,NO
CDR001363,+91-98765-32100,+91-94221-11111,2026-08-16 04:11:13,61,VOICE,CT002,"Karol Bagh, Delhi",355629021085889,354551822503885,,NO
CDR001364,+91-81111-55555,+91-76543-21000,2025-12-25 15:04:13,63,VOICE,CT005,"Meerut City, UP",356817450154713,351048251832720,,NO
CDR001365,+91-98110-44501,+91-98765-32100,2026-02-19 00:22:13,0,SMS,CT002,"Karol Bagh, Delhi",352320752717614,359032581669387,,NO
CDR001366,+91-87654-32100,+91-98110-44501,2025-12-25 06:56:13,183,VOICE,CT002,"Karol Bagh, Delhi",358491766031015,353038986504316,,NO
CDR001367,+91-98765-32100,+91-98110-44501,2026-03-02 07:55:13,122,VOICE,CT001,"Rohini Sector 7, Delhi",352635236075343,354218402487610,,NO
CDR001368,+91-98765-32100,+91-76543-21000,2026-04-23 10:17:13,0,SMS,CT007,"Salt Lake, Kolkata",359413199572185,358420844060653,,NO
CDR001369,+91-70011-12345,+91-98765-32100,2026-02-24 00:59:13,161,VOICE,CT003,"Okhla Phase II, Delhi",354188747628564,357681299758246,,NO
CDR001370,+91-81111-55555,+91-98110-44501,2026-08-11 01:29:13,0,SMS,CT003,"Okhla Phase II, Delhi",358754182421733,352112593979322,,NO
CDR001371,+91-94221-11111,+91-81111-55555,2026-05-27 14:06:13,186,VOICE,CT001,"Rohini Sector 7, Delhi",358611091110387,359475038105056,,NO
CDR001372,+91-81111-55555,+91-76543-21000,2025-12-10 18:32:13,50,VOICE,CT003,"Okhla Phase II, Delhi",352314970396800,359648996534132,,NO
CDR001373,+91-81111-55555,+91-99300-67890,2025-12-30 13:47:13,0,SMS,CT006,"Andheri East, Mumbai",358092617241786,355135267970728,,NO
CDR001374,+91-98765-32100,+91-87654-32100,2026-01-19 13:01:13,0,SMS,CT008,"MG Road, Gurgaon",353088711579784,359753060330714,,NO
CDR001375,+91-98110-44501,+91-98765-32100,2025-12-23 15:08:13,0,SMS,CT007,"Salt Lake, Kolkata",359025882869398,356999856089417,,NO
CDR001376,+91-81111-55555,+91-98110-44501,2026-05-23 15:22:13,0,SMS,CT004,"Bandra West, Mumbai",357393733848107,358961649224562,,NO
CDR001377,+91-99300-67890,+91-98110-44501,2026-05-03 15:06:13,0,SMS,CT006,"Andheri East, Mumbai",351803615534873,353890070080828,,NO
CDR001378,+91-87654-32100,+91-70011-12345,2026-04-14 16:45:13,58,VOICE,CT007,"Salt Lake, Kolkata",357914262526213,359041104727994,,NO
CDR001379,+91-99300-67890,+91-81111-55555,2025-12-28 18:26:13,0,SMS,CT002,"Karol Bagh, Delhi",358928044716913,353368692492200,,NO
CDR001380,+91-87654-32100,+91-98110-44501,2026-08-09 14:22:13,0,SMS,CT001,"Rohini Sector 7, Delhi",354056206619642,352821617529087,,NO
CDR001381,+91-76543-21000,+91-81111-55555,2026-04-11 05:58:13,0,SMS,CT007,"Salt Lake, Kolkata",357034272686312,356175308854291,,NO
CDR001382,+91-87654-32100,+91-70011-12345,2026-08-24 07:26:13,0,SMS,CT003,"Okhla Phase II, Delhi",356522729686125,354825237817978,,NO
CDR001383,+91-94221-11111,+91-81111-55555,2026-08-19 15:17:13,173,VOICE,CT003,"Okhla Phase II, Delhi",358433932552572,351226809942012,,NO
CDR001384,+91-98765-32100,+91-98110-44501,2026-01-01 18:36:13,61,VOICE,CT007,"Salt Lake, Kolkata",353833757283142,356042220877694,,NO
CDR001385,+91-94221-11111,+91-70011-12345,2026-03-19 14:35:13,0,SMS,CT001,"Rohini Sector 7, Delhi",352801535175622,355180673434504,,NO
CDR001386,+91-94221-11111,+91-98110-44501,2026-07-06 18:53:13,0,SMS,CT007,"Salt Lake, Kolkata",351227864345350,355422715385768,,NO
CDR001387,+91-99300-67890,+91-87654-32100,2026-03-15 20:45:13,0,SMS,CT004,"Bandra West, Mumbai",358895413373742,352312897022745,,NO
CDR001388,+91-98765-32100,+91-76543-21000,2026-04-26 14:49:13,0,SMS,CT001,"Rohini Sector 7, Delhi",353830942079565,351099879533841,,NO
CDR001389,+91-81111-55555,+91-87654-32100,2026-02-21 08:11:13,23,VOICE,CT003,"Okhla Phase II, Delhi",359629882747765,357298784975911,,NO
CDR001390,+91-98765-32100,+91-81111-55555,2026-08-28 00:23:13,139,VOICE,CT004,"Bandra West, Mumbai",358315013796138,352616640366403,,NO
CDR001391,+91-81111-55555,+91-99300-67890,2026-05-23 08:51:13,0,SMS,CT004,"Bandra West, Mumbai",359355989866141,353014377473434,,NO
CDR001392,+91-81111-55555,+91-87654-32100,2025-12-25 19:29:13,92,VOICE,CT004,"Bandra West, Mumbai",357786535265438,355976681580337,,NO
CDR001393,+91-98110-44501,+91-81111-55555,2025-12-27 07:30:13,0,SMS,CT008,"MG Road, Gurgaon",354387232521552,353942464727497,,NO
CDR001394,+91-98110-44501,+91-98765-32100,2026-07-10 00:46:13,147,VOICE,CT004,"Bandra West, Mumbai",353704480963774,359074640534593,,NO
CDR001395,+91-81111-55555,+91-98110-44501,2026-01-01 03:23:13,74,VOICE,CT002,"Karol Bagh, Delhi",352239347534662,358169411301567,,NO
CDR001396,+91-76543-21000,+91-87654-32100,2026-05-14 21:57:13,0,SMS,CT007,"Salt Lake, Kolkata",353081655967319,351105376311252,,NO
CDR001397,+91-98765-32100,+91-98110-44501,2026-08-19 00:51:13,0,SMS,CT002,"Karol Bagh, Delhi",355952468829386,357710618721091,,NO
CDR001398,+91-76543-21000,+91-98110-44501,2026-03-27 02:20:13,110,VOICE,CT008,"MG Road, Gurgaon",353536753910067,357565492912005,,NO
CDR001399,+91-98110-44501,+91-70011-12345,2025-12-07 16:11:13,110,VOICE,CT002,"Karol Bagh, Delhi",352498715864531,354694980513109,,NO
CDR001400,+91-81111-55555,+91-99300-67890,2026-02-25 02:47:13,167,VOICE,CT007,"Salt Lake, Kolkata",355448876368297,353015174286582,,NO
CDR001401,+91-70011-12345,+91-98110-44501,2026-05-02 18:37:13,74,VOICE,CT008,"MG Road, Gurgaon",354470755351292,357280663180674,,NO
CDR001402,+91-70011-12345,+91-99300-67890,2026-01-09 03:53:13,0,SMS,CT002,"Karol Bagh, Delhi",358926301419231,356380131251593,,NO
CDR001403,+91-70011-12345,+91-81111-55555,2026-02-28 21:53:13,0,SMS,CT006,"Andheri East, Mumbai",355868071084976,357325800104932,,NO
CDR001404,+91-70011-12345,+91-81111-55555,2026-07-21 09:22:13,0,SMS,CT008,"MG Road, Gurgaon",359565476779588,352913629859190,,NO
CDR001405,+91-70011-12345,+91-98765-32100,2026-03-15 06:19:13,170,VOICE,CT005,"Meerut City, UP",354743450701492,351648137638635,,NO
CDR001406,+91-94221-11111,+91-87654-32100,2026-06-23 05:30:13,0,SMS,CT003,"Okhla Phase II, Delhi",353354891910082,359815268767608,,NO
CDR001407,+91-98765-32100,+91-76543-21000,2026-04-06 17:16:13,52,VOICE,CT006,"Andheri East, Mumbai",358847508137313,354148894883049,,NO
CDR001408,+91-70011-12345,+91-87654-32100,2026-03-27 12:47:13,26,VOICE,CT006,"Andheri East, Mumbai",357499420924021,351752624379359,,NO
CDR001409,+91-99300-67890,+91-81111-55555,2026-07-24 22:35:13,0,SMS,CT007,"Salt Lake, Kolkata",352813868073759,355813926678915,,NO
CDR001410,+91-94221-11111,+91-70011-12345,2026-06-10 16:14:13,0,SMS,CT007,"Salt Lake, Kolkata",357619625158544,357207970821702,,NO
CDR001411,+91-81111-55555,+91-87654-32100,2026-08-18 02:01:13,52,VOICE,CT008,"MG Road, Gurgaon",352353902501083,354720647745986,,NO
CDR001412,+91-70011-12345,+91-81111-55555,2026-07-05 08:19:13,39,VOICE,CT002,"Karol Bagh, Delhi",359428782327995,358232009234585,,NO
CDR001413,+91-98110-44501,+91-99300-67890,2026-02-25 02:13:13,141,VOICE,CT001,"Rohini Sector 7, Delhi",353583733222818,353925112868824,,NO
CDR001414,+91-94221-11111,+91-70011-12345,2026-04-28 23:46:13,124,VOICE,CT007,"Salt Lake, Kolkata",353999955922637,354198752013182,,NO
CDR001415,+91-94221-11111,+91-70011-12345,2026-01-09 04:57:13,0,SMS,CT006,"Andheri East, Mumbai",353325232853335,351288229113932,,NO
CDR001416,+91-99300-67890,+91-76543-21000,2026-03-05 13:30:13,167,VOICE,CT003,"Okhla Phase II, Delhi",351685475980730,359854210071310,,NO
CDR001417,+91-87654-32100,+91-70011-12345,2026-08-29 10:56:13,0,SMS,CT001,"Rohini Sector 7, Delhi",351763966553169,355034816644083,,NO
CDR001418,+91-87654-32100,+91-76543-21000,2026-07-10 01:49:13,132,VOICE,CT006,"Andheri East, Mumbai",355092098204677,355982522057133,,NO
